duration,src_bytes,dst_bytes,src_packets,dst_packets,wrong_fragment,urgent,protocol,label
2.7428575558963795,1203,726,5,3,1,0,0,0
1.4471910975493645,749,719,4,1,1,0,0,0
2.35782712614379,297,177,9,2,0,0,0,0
1.135158138977783,1319,460,6,2,0,0,0,0
1.5782387973799683,719,148,5,4,1,0,0,0
2.2625764516770808,448,104,4,8,1,1,0,0
1.914311639711333,1395,390,5,5,0,1,0,1
0.36065756728539733,430,194,3,3,1,0,1,0
0.05925469141440898,331,701,5,3,1,1,0,0
0.27775569648668386,282,209,6,1,1,0,0,0
0.44971549754663254,27,215,3,0,1,0,2,0
3.9898826224687918,89,423,6,5,1,1,0,0
0.7316622313864865,372,204,4,2,0,0,0,0
2.9365567091829616,334,396,9,4,0,1,0,0
2.3657395432316095,748,371,6,4,0,1,0,0
0.3302299400284503,1101,200,5,2,1,1,0,0
1.325506130210011,676,905,5,2,0,1,0,0
2.172444662718556,81,410,6,5,1,0,1,0
2.42245315958571,4,248,6,2,0,0,0,0
2.5866944703998502,658,544,1,3,0,0,2,0
0.30254985550312485,1819,178,4,2,0,1,0,0
0.07529641467086567,1190,293,4,0,1,0,0,0
2.7159517625143077,376,276,3,3,0,0,1,0
0.6173913502367703,1519,1378,4,4,1,1,1,0
1.5513726466758437,178,574,8,1,0,0,0,0
1.2665744280069613,251,268,3,3,1,1,0,0
0.8389045720032227,2213,379,8,3,0,1,0,0
1.994321488107528,22,675,3,3,0,1,1,0
1.2848514721411304,1538,361,5,4,1,1,1,0
2.3809707081355365,339,1055,3,5,1,0,0,1
0.14549470732693148,715,1064,7,4,1,1,1,0
1.3170793821534286,369,963,4,2,0,0,0,0
2.2511807879346737,1147,396,8,3,1,1,0,0
0.3813069205595232,385,267,6,6,1,0,1,0
1.913550475114823,684,575,6,4,1,1,0,0
0.3238518821333025,338,90,7,2,1,0,0,0
0.27389230686985644,399,1096,4,3,0,0,0,0
0.23652421200334184,79,265,9,4,1,1,1,0
1.3916792911780793,1010,82,6,4,0,1,2,0
1.9739449615711635,1604,679,5,3,0,0,0,0
0.06119531959455227,675,890,4,2,0,1,0,0
1.024988237455375,433,164,6,6,0,1,0,0
1.961493317811818,1136,678,6,3,1,1,0,0
1.8930623520598882,2330,262,4,2,0,1,0,0
2.3307702179455725,604,438,2,2,0,0,0,0
0.8030290309811527,779,134,7,3,1,0,0,0
0.1534033759116925,1040,303,3,1,0,0,1,0
0.8405635781872018,298,51,2,4,1,1,0,0
2.3746688679160597,809,588,6,3,1,0,1,0
1.8942249448461745,47,239,3,4,0,1,0,0
1.6453992247088047,1375,731,4,3,1,1,0,0
0.9944936552029635,2611,21,6,4,1,1,0,0
1.799548453446873,647,1722,7,5,0,1,2,0
0.8109581107201216,722,82,3,3,1,0,0,0
0.2436748919212206,577,251,7,7,0,1,0,0
3.598456595572131,1906,313,3,5,1,0,1,0
0.28747205787714813,1342,94,2,2,1,1,1,0
2.475031136934173,164,659,4,5,1,0,1,0
0.867235360019754,336,347,6,2,0,0,0,0
0.58912488426474,516,752,5,4,1,1,0,0
0.9000441098211625,1190,280,6,4,0,0,0,0
0.32193384819887505,79,475,5,3,1,0,0,0
2.680616274914791,39,9,15,1,1,0,0,0
2.4546408463846974,908,502,4,3,0,1,1,1
1.8688472870917145,112,1352,4,1,0,0,2,0
1.4754712046645557,65,339,8,3,0,0,0,0
0.18829991139358881,310,124,9,5,1,1,0,0
1.8921157087769092,1095,161,6,5,0,0,0,0
1.144259015427739,1946,234,1,2,0,1,0,0
0.05898541812760483,885,157,5,7,1,0,0,0
1.465352422709408,1103,612,2,3,0,1,1,1
1.0437042910468857,100,44,7,6,0,1,2,0
4.20355778264183,407,1324,5,1,1,1,0,0
0.5212887450539514,953,407,4,0,1,0,2,0
1.04699498524373,471,305,6,5,1,0,1,0
1.3585512699126323,1122,16,8,3,1,0,1,0
1.4399933679435304,28,200,7,3,0,0,0,0
3.718375150480873,217,600,6,3,1,0,0,0
2.670222491829157,210,619,3,3,0,0,0,0
1.7137421182990187,1781,470,6,4,1,0,0,0
3.9266057824391236,779,95,5,5,1,1,0,0
1.3775261086457018,1673,541,2,10,0,0,0,0
0.27950306549949544,563,816,3,2,1,0,2,0
0.8531518828110498,381,890,7,1,1,1,0,0
0.22038039368846407,636,464,3,2,1,0,0,0
1.7533722951126176,311,158,6,3,0,1,0,0
2.2703018936288086,313,597,5,4,1,0,0,0
0.5555546058024532,1067,372,5,5,0,1,0,0
1.9416125890053157,239,722,5,3,0,0,0,0
1.0311581624150832,23,418,5,7,1,0,0,0
1.6270276949003906,713,302,3,0,1,0,0,0
2.6762531357887624,761,167,8,3,1,0,0,0
4.993461783383573,281,259,3,4,0,0,1,0
6.827724932014659,768,324,7,3,0,0,0,0
1.8288188665519929,117,668,8,2,0,0,1,0
0.9790762400637283,2569,616,4,4,1,0,0,0
3.2640925614626184,184,297,7,2,1,0,0,0
1.5354229246876716,1378,21,3,3,1,0,0,0
0.625882190620652,1381,253,5,4,0,0,1,0
0.16928547964062934,412,98,3,3,1,0,1,0
0.22419359811961614,1885,101,5,7,1,1,0,0
0.7184182271672295,460,1509,8,6,1,0,0,0
3.131960461575287,302,291,3,4,0,0,0,0
1.3140971348906891,1004,425,6,2,0,1,1,0
0.6827303259226234,1927,152,4,2,0,0,0,0
1.0713075056516232,216,710,5,7,1,0,1,0
2.349365889408714,346,580,4,5,0,0,0,0
0.02738418185333824,1654,583,7,5,1,0,0,0
0.892434898363359,961,307,10,2,1,0,0,0
4.535859827159766,575,717,5,5,0,0,0,0
1.2605490429457717,347,835,4,2,0,0,0,0
2.9654790220461154,794,341,6,0,1,0,0,0
0.001408802921695873,324,142,5,4,0,0,0,0
1.3698875328340492,1817,647,1,1,0,1,0,0
0.9302335244647437,246,252,4,3,1,0,0,0
0.45045212907150645,1180,158,2,1,0,1,0,0
5.256939464870329,1916,173,7,0,0,1,1,1
0.6427733584487723,476,670,4,5,1,0,1,0
2.67697840747269,605,613,5,8,1,1,0,0
0.8058543561740528,398,281,6,2,1,0,0,0
2.863146025748488,1589,35,5,4,0,0,2,0
1.7699019322117264,799,93,6,3,1,0,1,0
0.6867242046838191,1316,219,4,3,0,0,1,0
0.918474947729132,2531,28,8,1,1,1,0,0
0.30957539085878083,1026,166,4,4,1,1,0,0
1.8921444029641612,207,170,8,3,1,0,0,0
0.09003303931843998,131,23,6,3,1,1,1,0
1.4512115275344963,656,186,2,2,1,1,0,0
1.5558751486392386,2359,740,7,3,0,1,0,0
1.345175835444239,111,852,6,9,0,0,0,0
4.15818251282087,2415,97,3,6,1,1,0,0
1.3199832271468765,1693,34,5,1,0,0,0,0
0.7627233477802349,1440,409,7,2,1,1,0,0
1.5716522792050858,365,527,5,2,0,1,0,0
3.6120034834136496,369,49,6,1,0,0,1,0
1.4387650027277128,220,148,10,5,1,1,0,0
0.17814553833252567,239,735,4,3,1,1,0,0
3.2125774201197776,3296,366,5,4,1,0,0,0
1.857512876923227,777,391,4,1,0,1,0,0
4.071511983991984,528,43,6,4,0,0,0,0
1.3664688744438123,916,643,4,1,1,1,0,0
1.4489380634410005,298,400,8,4,0,1,0,1
1.73631839849133,410,160,3,2,0,0,1,0
4.3018558644625,744,195,1,3,1,1,1,0
4.447331441566594,406,7,5,6,1,1,0,0
0.6409615734347986,811,1547,6,6,0,1,0,0
0.2336253577280245,627,6,6,5,1,0,1,0
3.9228885844844044,870,424,6,2,0,0,0,0
1.214091364086976,1712,183,2,5,0,0,0,0
0.7894540379116528,1236,463,5,3,1,0,2,1
2.286653589378089,371,635,3,4,0,0,0,0
0.2107897542808208,871,93,6,3,1,1,0,0
0.9897562665598574,300,172,2,4,0,0,0,0
0.6731142029509749,80,247,5,2,0,0,0,0
1.6751490975978671,552,372,8,0,0,1,0,0
3.8149637226274336,178,718,5,1,0,0,0,0
1.1811698138034912,635,77,2,5,0,1,0,0
2.2878775865537158,888,1006,4,3,0,0,0,0
3.100344202062045,1351,1082,5,3,0,1,1,0
0.9025631961397641,65,201,9,3,1,1,1,0
0.6864605405857422,1169,76,4,2,1,0,0,0
1.437626120847256,700,1020,1,2,1,1,0,0
0.7563047338575015,93,129,1,5,0,0,0,0
0.33175311859837586,1035,118,6,3,1,1,0,0
2.831805084712026,679,414,6,3,1,1,0,0
1.652785435479128,1040,617,6,2,0,0,1,0
1.0612629851888349,249,116,5,3,1,0,0,0
0.03166113333284304,137,381,6,2,0,1,1,0
0.3446538112760783,837,352,6,6,1,1,1,0
3.0055156506092082,413,40,7,5,1,0,2,0
2.076230874007852,482,210,7,3,0,1,0,0
3.6747962148854874,1496,718,5,2,0,1,0,0
0.6909886415001991,1184,430,4,2,0,0,0,0
0.3918852233414061,901,280,4,3,0,1,0,0
0.552282366239001,1225,1186,5,3,0,0,1,0
1.4849935825424432,1677,203,3,2,0,0,0,0
1.353146716907422,1653,271,5,1,0,0,1,0
1.168776144466733,692,174,7,7,1,1,0,0
1.1809795632557485,1310,36,13,3,1,1,0,0
1.4564566602778104,687,417,5,4,0,1,0,0
6.034948075067841,348,213,6,2,1,0,0,0
4.75368922256334,24,429,5,5,0,1,0,0
0.7064867011176401,667,617,5,3,0,0,0,0
0.4252332769016478,11,331,9,6,0,1,0,0
1.9268840036740063,1167,891,2,5,1,1,0,0
0.18141402792697292,1286,239,4,3,0,0,0,0
1.631210007180681,241,606,7,4,1,0,0,0
3.411707241776467,2344,706,6,4,1,0,0,0
0.45816767548721704,326,333,4,3,0,1,0,0
0.3082928801355931,61,207,11,3,0,0,0,0
3.2945780594773098,582,297,4,3,0,1,0,0
0.6746681589101846,635,803,2,1,1,0,0,0
1.1248288237191262,436,464,7,2,0,1,1,0
0.05887885473214749,114,574,6,4,0,1,0,0
0.7537215563351765,1148,31,4,2,0,0,0,1
0.811474891494886,398,98,4,1,1,1,0,0
2.5154567827132626,1088,140,5,2,0,1,0,0
1.9340904907819811,1122,174,4,3,1,1,0,0
5.258494224056596,1354,783,4,4,1,0,0,0
1.574845162548062,440,973,7,1,0,1,0,0
1.1935711569092793,3541,215,3,5,0,1,0,0
4.673827056642628,1354,160,3,3,1,0,0,0
6.810134338480814,624,485,5,3,1,1,0,0
1.3431332576506834,575,535,3,3,0,1,1,0
0.2635020864239389,202,162,6,3,1,0,0,0
1.683111101881019,1726,21,6,1,1,0,1,0
4.457395288811185,2009,1124,7,6,1,1,0,0
0.9737141568564749,1778,704,1,5,1,0,1,0
0.5094443081157805,1085,487,5,2,0,1,0,0
2.554675152123488,955,390,4,3,0,1,2,0
1.8695321489332373,787,117,5,1,1,1,0,0
0.2476878575398015,941,1199,6,1,0,1,0,0
0.7323540709679177,1187,601,11,2,0,0,0,0
1.7497916167399636,539,174,4,1,0,1,0,0
0.5236525120506695,823,500,8,3,1,0,0,0
0.46722501998208976,1203,483,6,1,0,0,0,0
1.464339779252512,797,172,5,4,1,0,0,0
0.11065443763803207,831,514,2,8,0,0,1,0
1.943077045090278,684,414,5,5,1,1,1,0
3.025431635639657,195,65,4,5,1,0,0,0
1.3108586553369321,1207,465,5,5,1,1,1,0
1.703512816798407,1703,420,5,3,1,0,1,0
1.1063106951557347,1040,104,3,1,0,1,0,0
1.0001687861828283,453,516,5,4,1,1,2,1
0.44311606708569484,1172,48,3,5,1,0,1,0
1.632988523346616,1408,16,2,1,0,1,0,0
0.8054268031730211,319,66,2,0,0,1,0,0
5.18633661786119,890,765,5,3,0,1,0,0
4.1467098049504845,361,59,4,4,0,0,0,0
1.7716931051130016,1545,886,4,2,1,0,0,0
0.5261144193895351,423,1091,5,1,1,0,1,0
1.2248229439668359,170,169,5,5,0,0,0,0
3.38228590617773,140,1260,9,7,0,1,0,1
1.525498450294277,2275,722,2,2,1,1,1,0
1.9602868067832215,1225,29,3,1,0,1,0,0
2.4891719739483853,682,233,3,1,0,0,0,0
2.8548769631163617,694,94,8,7,1,0,0,0
1.908840676428726,1208,7,4,3,0,0,0,0
1.220861368828956,598,848,7,3,1,0,1,0
0.056950385100102086,679,279,6,1,0,1,0,0
1.5274344087130391,644,841,1,4,0,1,0,0
1.1049335967124874,465,447,4,3,0,0,0,1
0.41565762839289,1227,45,4,5,0,1,0,0
0.7930234638680783,2070,4,8,2,0,0,0,0
0.49604524358622926,780,480,4,2,1,1,1,0
1.305125024204937,597,610,5,1,1,1,0,0
3.942983945986314,638,698,3,3,1,0,1,0
4.133316881862595,2727,69,6,4,0,0,1,0
0.5262994709806315,402,287,3,2,0,0,1,0
1.3530248427448939,1761,492,10,4,1,1,0,0
1.5919879793741991,440,8,5,2,0,1,0,0
0.2561708373574203,257,367,5,2,1,0,0,0
2.513443564957165,919,203,5,1,0,1,1,0
1.6559909674282194,697,79,4,3,0,0,0,0
4.45470042832837,466,531,4,2,1,1,2,0
2.0677228098322753,509,829,4,5,0,1,0,1
2.7276560273963764,1288,478,4,7,0,0,1,0
0.3429495537542122,1491,98,5,4,1,0,1,0
0.8773513083423055,1812,21,8,0,0,0,0,0
1.105797021407898,2103,597,5,2,0,0,1,0
0.3310876552882467,434,64,7,2,0,1,0,0
3.600089189397917,11,14,7,1,0,1,0,0
2.1653104839754143,1650,505,1,5,0,1,0,0
4.464623210819888,1013,441,5,8,1,0,0,0
3.3548237779553873,682,119,6,8,0,1,0,0
1.8781733578591524,733,127,7,2,0,0,0,0
4.487869052335585,791,70,4,3,1,1,0,0
1.8779863174765974,122,763,3,1,0,1,1,0
2.655976353594118,273,302,6,1,1,0,0,0
0.4068580929305833,1372,220,2,7,0,1,0,0
1.1330916317184097,1059,826,2,6,0,0,0,0
0.3948476466005537,1629,237,7,4,0,0,0,0
2.9791678691897063,1631,534,2,0,1,0,1,0
1.3566072462297312,553,400,4,3,1,1,1,0
2.564700684835323,994,182,6,2,0,0,0,0
0.6186978849896811,1226,25,9,4,0,1,0,0
3.3424941869346387,354,615,3,2,1,0,0,0
2.5017379774625197,540,781,6,2,0,0,1,0
4.641292315293603,321,742,2,5,1,1,1,0
2.4615493822772896,1927,392,3,5,1,0,0,0
2.1440805113064814,2322,852,7,2,0,0,2,0
0.8660936542035983,514,21,1,4,0,0,1,0
1.3440143851896318,826,177,4,3,0,0,1,0
0.036559684732549336,858,115,4,2,1,1,1,0
4.022456866553443,687,615,6,2,1,0,2,0
2.275067621795392,698,470,3,7,1,0,0,0
0.39786085715749264,603,72,3,3,0,0,0,0
1.0274347328807978,1987,618,9,1,0,0,0,0
1.0655641857525215,1402,269,5,6,0,0,1,0
1.4331202987622556,760,86,7,3,1,1,0,0
0.3422805547931622,1095,154,2,3,0,1,0,0
1.6240189431024876,1192,405,6,2,1,1,1,0
3.3106240722133924,614,158,8,3,0,1,0,0
2.2175229444488798,1431,487,4,2,0,1,0,0
3.5825790171962,488,623,4,1,0,1,2,0
1.6087334580605197,500,40,4,4,1,1,0,0
1.1440671464651557,421,996,3,1,0,0,0,1
1.8277805707453862,1718,501,5,3,0,1,0,0
4.232419363302414,219,109,3,0,1,1,0,0
3.1264765536094856,368,149,7,3,0,1,0,0
0.18220685038221118,886,287,1,6,0,0,0,0
2.1818126455867093,1734,43,5,1,1,1,0,0
2.1631887989078846,804,1085,5,0,0,1,0,0
3.951898096107018,270,271,5,11,1,1,1,0
1.7367132254013167,264,195,9,3,1,1,0,0
2.693167971686808,596,714,2,0,1,0,0,0
0.1418873230435891,1291,660,4,2,1,1,1,0
2.6275273799324212,526,68,6,2,1,1,0,0
3.1369431119780766,295,116,4,2,1,0,0,0
1.4657560402743366,1168,87,5,3,1,0,0,0
1.4688017853973918,1636,936,5,4,1,1,2,0
1.5406864785634518,242,154,5,2,1,1,0,0
0.7266905294787633,129,713,8,3,0,1,0,0
0.7049426395192941,166,1011,6,4,1,1,0,0
0.6949549350952824,201,747,5,3,0,1,0,0
1.7667877287069902,437,200,5,2,0,0,1,0
2.9996484938205894,2223,227,4,2,1,0,0,0
1.1170721639568186,23,272,3,5,1,0,0,0
0.7499819393608447,591,409,3,4,0,1,0,0
3.9629110953179465,2294,1041,6,1,1,1,0,0
0.4871764576251283,250,221,4,2,0,0,1,0
0.6445000345806406,2114,138,6,2,0,1,0,0
1.4046123836623872,305,996,5,5,0,1,0,0
2.6887703809706403,2081,191,4,4,0,1,0,1
1.0228521111213187,1050,400,3,4,1,0,0,0
3.6579211808739784,607,175,5,0,1,0,1,0
2.713587965133054,234,485,4,2,1,0,0,0
2.6836401337801234,324,105,3,3,0,1,0,0
2.108233002648187,375,1293,3,6,1,1,0,0
5.65530620069217,1197,516,7,0,1,1,0,0
0.5896766222679116,286,337,5,3,0,1,1,0
3.0070445841330278,16,288,10,4,0,1,0,0
4.2085087230342815,49,655,7,2,1,0,0,0
0.08460113808634873,1292,478,5,3,1,0,0,0
1.215760888686066,1525,583,5,2,0,0,1,0
3.619101369721054,367,79,2,4,0,0,0,0
2.2045190821178506,368,1177,4,3,1,0,0,0
1.5032944282122789,679,1148,6,3,1,1,0,0
2.2025558742377074,1827,25,7,4,1,0,0,0
0.5882725800508477,1445,137,7,3,1,1,0,0
1.8792732120339872,951,620,2,3,1,1,1,0
2.048375685625542,35,239,3,3,0,0,1,0
1.5525483586571074,630,281,8,3,0,0,1,0
1.825531767784733,32,594,9,3,1,0,0,0
3.620206873265288,1904,655,6,3,1,1,0,0
1.1087071707807645,1122,101,3,9,1,1,0,0
0.05644793272332849,1318,478,6,4,0,1,0,0
1.9187715434332235,528,150,6,4,1,1,0,0
2.40390725244254,587,468,5,2,0,1,0,0
1.2764828641173638,920,53,8,3,0,0,0,0
2.5202661707517073,737,429,5,3,0,1,0,0
1.4584227482301368,1475,389,5,1,0,0,0,0
2.0601294112029334,1463,234,7,2,1,0,1,0
0.4093465257397648,1488,597,4,5,0,1,0,0
0.640777172337083,12,585,6,3,0,1,0,0
1.3935521933139146,1031,332,4,4,1,0,0,0
2.6410569508348374,1023,64,2,7,0,1,0,0
0.21251765555085578,304,521,4,4,0,1,0,0
2.042334511464225,536,3,7,2,1,1,0,0
0.468322416169242,1455,12,9,4,1,1,0,0
0.7649156653437392,1285,854,4,5,0,0,1,0
2.659038084048146,330,271,7,0,1,1,0,0
2.986120742108312,785,714,4,2,1,1,0,0
1.592944656149522,805,350,3,2,1,1,0,0
1.9643707948856415,1077,67,6,4,1,1,0,0
3.6672322396966095,1587,266,2,0,1,1,0,0
0.35652888031035346,235,564,5,4,0,0,1,0
2.498867799455481,1227,796,6,0,0,1,1,0
0.4302318672348505,1660,133,1,4,0,1,0,0
1.3955801638837042,1343,623,8,2,0,1,1,0
3.178434993421585,912,658,2,2,1,1,0,0
3.655372264535383,1258,36,3,1,0,0,0,0
0.8617241305477209,41,968,3,4,1,1,2,0
3.7071717791387946,910,1097,6,3,0,0,1,0
1.1842533168682183,1242,498,6,7,0,1,0,0
0.6747964476549242,899,117,7,3,0,0,0,0
0.18880070439747043,121,354,10,1,0,0,0,0
1.9610730251300326,259,714,8,5,1,1,2,0
0.7762677074673048,1015,356,6,3,1,1,0,0
0.2839666238511417,326,309,5,5,0,1,0,0
2.607170038757203,384,182,3,3,0,1,0,0
4.441539662331968,398,257,5,3,0,0,0,0
1.76436303075408,1306,510,6,2,0,1,1,0
1.7856549365198378,2587,796,12,3,0,0,0,0
1.0810878783150688,1207,722,4,0,0,1,1,0
1.949394176926404,615,200,11,6,0,1,0,1
0.7378266986245468,786,710,2,3,0,1,1,0
2.6618116516950607,1318,135,1,4,0,0,0,0
2.8565939831369684,638,710,3,3,0,0,0,0
0.21000142561746205,374,135,5,3,1,1,0,0
0.0678004767471092,289,203,8,3,1,1,0,0
1.1395048225793798,223,115,4,3,1,0,0,0
0.30856655337511096,623,279,9,4,1,0,0,0
1.8557808813898344,783,30,7,4,1,1,1,0
0.621511318127189,294,510,2,4,1,0,0,0
1.6573240045649622,1029,1057,7,3,1,0,0,0
1.7238437078576874,1027,662,3,5,1,1,0,0
3.641323311056334,247,443,5,1,0,0,0,0
0.3144276982712414,1461,195,2,2,1,1,1,0
1.9537156336914636,407,582,4,1,1,0,0,0
3.134444833143966,1302,97,7,3,1,1,1,0
0.33702365580549065,265,162,8,0,1,1,0,0
3.229184889154754,1595,558,9,3,0,0,0,0
1.7667542263649407,460,678,6,0,1,1,1,0
0.7377249395933101,100,190,6,6,1,0,0,0
1.69755178809259,570,208,3,1,0,1,0,0
4.902025120252599,2057,335,8,4,0,1,0,0
5.153961058107506,729,83,5,3,0,1,0,0
1.1387622702655573,425,79,5,4,1,1,0,0
1.3203811866341506,870,56,3,2,0,1,0,0
3.152480314932771,1556,662,4,7,1,0,1,0
0.6913220655346943,1574,324,6,4,0,0,0,0
1.6661407452365102,924,717,8,1,0,0,2,0
0.9482743040922872,1199,868,8,2,1,0,1,0
1.627816422915107,858,429,3,3,0,1,0,0
0.6667376118988115,138,53,9,4,0,1,0,0
2.179134986617938,763,720,4,3,0,0,0,0
3.1459668719825835,159,432,5,3,1,0,0,0
1.2347682259792157,675,1501,5,3,1,1,1,0
0.08264943012133397,786,355,3,3,1,1,1,0
0.41361682670247635,1106,548,2,1,0,1,0,1
4.874462324859033,1776,345,4,1,0,0,1,0
3.2119867398145963,671,150,4,2,0,1,0,0
0.9241822326832545,1224,70,3,3,1,0,0,0
1.6954169049019139,2,347,6,6,1,1,1,0
0.18584352729934983,178,460,5,1,0,1,0,0
0.43127232391980974,773,777,1,1,1,1,0,0
1.370651298830764,86,354,6,3,0,1,0,0
2.2383422339507866,569,31,3,0,0,1,0,0
0.3214830322319693,761,36,3,5,1,1,0,1
3.127703065468717,581,461,6,4,0,0,0,0
1.283876452284808,935,1030,4,2,0,1,1,0
1.0126781247245369,1186,70,8,0,0,1,0,0
6.195347453191665,685,683,5,1,0,1,2,1
1.4461594852505502,970,338,4,5,0,1,0,0
3.8664290132123456,232,351,4,1,0,0,1,0
1.1830403563464165,316,141,7,4,1,0,1,0
2.1615541906595936,1716,193,8,2,1,1,1,0
0.886433611214617,1107,284,4,2,0,0,1,0
0.6591848376715912,1095,1064,6,3,0,0,0,1
0.5589647934508393,2208,256,4,3,1,1,0,0
1.8606027179151066,403,762,3,2,1,1,0,0
0.7030743783715359,685,892,0,2,0,1,0,0
2.3311704726268583,422,5,8,3,1,1,0,0
3.17057400889182,45,411,5,3,1,1,0,0
1.7330628144744598,2054,222,7,5,1,0,1,0
0.4275025328886163,92,378,5,4,1,1,0,0
1.9079311586173922,244,107,6,2,1,0,0,0
0.3826538889071748,1083,493,1,4,0,0,0,0
2.8710942509302986,652,49,3,0,0,1,1,0
2.6628121684302473,300,37,2,3,1,1,1,0
0.32878526376270756,889,113,3,3,1,0,0,0
2.9816239902479955,1023,1255,5,1,1,0,0,0
1.99012166045441,468,717,6,3,1,0,1,0
3.7277244596278187,193,450,7,0,0,1,0,0
2.790369963943372,1925,73,2,1,0,1,1,0
0.43896046656958077,790,120,9,8,0,0,0,0
2.005006912081794,442,61,3,3,1,1,0,0
4.929057675683302,374,533,6,1,1,0,0,0
0.08699101586526914,645,562,2,5,1,0,0,0
5.840830024494805,213,293,4,0,1,1,0,0
1.8697685429272948,925,746,7,4,1,0,0,0
0.119144572098979,471,834,8,2,1,0,0,0
1.9301604190006125,725,608,3,9,0,1,0,0
2.1219167059888857,702,73,4,3,1,0,1,0
0.40535327460472914,312,447,8,5,0,0,0,0
1.198954946031477,1241,449,5,1,0,0,1,0
0.8277986963579029,319,207,4,3,1,1,0,0
2.581612243380161,107,584,9,2,0,0,0,0
1.6892904524721049,103,811,5,5,0,1,0,0
2.3366520362159937,374,234,5,3,1,1,0,0
0.3767445644615188,1725,349,2,3,1,0,1,0
2.795630816821096,1112,390,6,4,1,0,0,0
4.257873895247982,687,723,7,3,0,1,0,0
0.9402990393028252,978,276,8,0,1,1,1,0
0.7753913114291195,940,874,5,3,0,1,2,0
3.6715686726404657,506,385,3,2,0,0,0,1
0.6173120266098795,1148,333,2,2,1,1,0,0
3.807642784133114,139,429,5,4,1,0,0,0
0.11492857621563224,1109,535,8,1,1,1,0,0
3.9100911525414226,755,73,6,3,0,1,0,0
1.2629716336109045,516,521,6,4,0,0,0,0
1.5164576466453905,72,250,4,4,0,1,0,0
4.129436043339808,262,300,8,2,1,0,0,0
0.27645904511165753,419,760,6,2,0,1,1,0
0.8822441918499166,910,3,5,3,0,1,1,0
0.10287158394329132,256,1062,1,3,1,0,0,0
1.9046679012862775,466,862,1,1,0,0,0,0
2.1315181443610287,657,267,4,1,0,0,0,0
2.2749418053022428,854,914,2,4,1,0,0,0
0.07754263523548643,594,245,4,1,0,1,0,0
3.295625321467127,1909,120,7,3,1,1,0,0
3.788520609800943,864,1,5,0,0,0,0,0
0.5731315502083374,912,141,5,3,1,1,0,0
2.372936302468204,432,322,5,2,1,0,0,0
0.6524589327279051,670,447,4,4,0,1,0,0
1.4953318022178863,902,144,7,6,1,0,1,0
0.6415467491004903,904,457,6,3,0,0,1,0
0.4932448621039701,234,92,8,5,1,1,0,0
0.6816302572398785,1970,300,4,1,1,1,0,0
1.4067764812398869,2014,715,8,4,0,1,0,0
1.0170720838862155,1287,565,3,3,0,1,0,0
2.4136992817981016,637,320,6,3,1,0,0,1
2.325331940770968,705,447,4,2,1,0,1,0
1.7700758753122021,1018,275,2,3,1,0,0,1
2.1130668855025263,141,472,7,1,0,0,1,0
1.5928360016173189,860,337,5,5,0,1,0,0
